action_unit_version,adaptation_buffer_ids,arm,c_env_ref,c_env_ref_proprio,c_env_ref_visual,c_env_samever,c_env_samever_proprio,c_env_samever_visual,c_hat_native,candidate,candidate_environment_actions,candidate_model_actions,encoder_version,gd_iter,model_version,mpc_iter,objective_coefficients,objective_stage,objective_version,official_environment_metrics,oracle_wall_s,predictor_version,real_history_id,run_id,sample_id,seed,shape,sidecar
pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",OFFICIAL_ADAJEPA,0.03395645692944527,0.016641071066260338,0.01731538586318493,0.03399182856082916,0.016641071066260338,0.017350759357213974,0.021957505494356155,u_before,25,5,1,0,1,1,,terminal,0,"{""state_dist"": 75.3523178100586, ""success"": true}",0.07581490000000102,1,s0_history_mpc1,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m1_g0_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",OFFICIAL_ADAJEPA,0.08629894256591797,0.02950102649629116,0.05679791793227196,0.0864335224032402,0.02950102649629116,0.056932494044303894,0.04616807401180267,u_after,25,5,1,0,1,1,,terminal,0,"{""state_dist"": 73.52909851074219, ""success"": false}",0.09794660000000022,1,s0_history_mpc1,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m1_g0_after_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",OFFICIAL_ADAJEPA,0.01983874849975109,0.004008561372756958,0.015830187126994133,0.019860966131091118,0.004008561372756958,0.01585240475833416,0.007175265345722437,u_before,25,5,1,24,1,1,,terminal,0,"{""state_dist"": 22.73985481262207, ""success"": true}",0.059736600000000806,1,s0_history_mpc1,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m1_g24_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",OFFICIAL_ADAJEPA,0.02005760557949543,0.004842068534344435,0.015215536579489708,0.02007499895989895,0.004842068534344435,0.015232930891215801,0.0063139391131699085,u_after,25,5,1,24,1,1,,terminal,0,"{""state_dist"": 24.236791610717773, ""success"": true}",0.09532580000000124,1,s0_history_mpc1,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m1_g24_after_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",OFFICIAL_ADAJEPA,0.01852099783718586,0.004496667999774218,0.01402433030307293,0.01854122057557106,0.004496667999774218,0.014044552110135555,0.005486227106302977,u_before,25,5,1,49,1,1,,terminal,0,"{""state_dist"": 25.920459747314453, ""success"": true}",0.06133179999999783,1,s0_history_mpc1,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m1_g49_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",OFFICIAL_ADAJEPA,0.01861269399523735,0.004588363692164421,0.01402433030307293,0.0186329148709774,0.004588363692164421,0.014044552110135555,0.005488516762852669,u_after,25,5,1,49,1,1,,terminal,0,"{""state_dist"": 26.158235549926758, ""success"": true}",0.09285220000000294,1,s0_history_mpc1,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m1_g49_after_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",OFFICIAL_ADAJEPA,0.016703154891729355,0.0042083123698830605,0.012494843453168869,0.016719747334718704,0.0042083123698830605,0.01251143403351307,0.005296391900628805,u_before,25,5,1,74,1,1,,terminal,0,"{""state_dist"": 25.37506103515625, ""success"": true}",0.06668699999999816,1,s0_history_mpc1,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m1_g74_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",OFFICIAL_ADAJEPA,0.01672099530696869,0.004226151388138533,0.012494843453168869,0.01673758588731289,0.004226151388138533,0.01251143403351307,0.005293637048453093,u_after,25,5,1,74,1,1,,terminal,0,"{""state_dist"": 25.396373748779297, ""success"": true}",0.09674249999999773,1,s0_history_mpc1,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m1_g74_after_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",OFFICIAL_ADAJEPA,0.017020665109157562,0.004213189240545034,0.01280747540295124,0.017038321122527122,0.004213189240545034,0.0128251314163208,0.005278950557112694,u_before,25,5,1,99,1,1,,terminal,0,"{""state_dist"": 25.359683990478516, ""success"": true}",0.06362329999999972,1,s0_history_mpc1,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m1_g99_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0""]",OFFICIAL_ADAJEPA,0.017020655795931816,0.004213179927319288,0.01280747540295124,0.017038311809301376,0.004213179927319288,0.0128251314163208,0.00527894776314497,u_after,25,5,1,99,1,1,,terminal,0,"{""state_dist"": 25.359697341918945, ""success"": true}",0.09516290000000183,1,s0_history_mpc1,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m1_g99_after_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",OFFICIAL_ADAJEPA,0.02946377359330654,0.0180523544549942,0.01141141913831234,0.029444849118590355,0.0180523544549942,0.011392494663596153,0.01548636332154274,u_before,25,5,2,0,2,2,,terminal,0,"{""state_dist"": 75.2197265625, ""success"": true}",0.0791782000000012,2,s0_history_mpc2,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m2_g0_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",OFFICIAL_ADAJEPA,0.05743972957134247,0.024098528549075127,0.03334119915962219,0.05737677961587906,0.024098528549075127,0.03327824920415878,0.024061409756541252,u_after,25,5,2,0,2,2,,terminal,0,"{""state_dist"": 70.10955047607422, ""success"": false}",0.11351349999999982,2,s0_history_mpc2,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m2_g0_after_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",OFFICIAL_ADAJEPA,0.022649921476840973,0.00782868918031454,0.014821233227849007,0.02262531965970993,0.00782868918031454,0.014796629548072815,0.0057645258493721485,u_before,25,5,2,24,2,2,,terminal,0,"{""state_dist"": 36.671295166015625, ""success"": true}",0.07050410000000085,2,s0_history_mpc2,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m2_g24_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",OFFICIAL_ADAJEPA,0.02242414280772209,0.0077463253401219845,0.01467781700193882,0.02239839918911457,0.0077463253401219845,0.014652073383331299,0.005555369891226292,u_after,25,5,2,24,2,2,,terminal,0,"{""state_dist"": 37.05509948730469, ""success"": true}",0.11678720000000098,2,s0_history_mpc2,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m2_g24_after_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",OFFICIAL_ADAJEPA,0.016726329922676086,0.0046052271500229836,0.012121101841330528,0.016705047339200974,0.0046052271500229836,0.01209982018917799,0.0043529062531888485,u_before,25,5,2,49,2,2,,terminal,0,"{""state_dist"": 28.971689224243164, ""success"": true}",0.0768166999999984,2,s0_history_mpc2,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m2_g49_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",OFFICIAL_ADAJEPA,0.016828473657369614,0.004865091294050217,0.011963382363319397,0.016807762905955315,0.004865091294050217,0.011942671611905098,0.004325130954384804,u_after,25,5,2,49,2,2,,terminal,0,"{""state_dist"": 29.50092887878418, ""success"": true}",0.10818049999999957,2,s0_history_mpc2,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m2_g49_after_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",OFFICIAL_ADAJEPA,0.01792732998728752,0.00522299949079752,0.012704330496490002,0.017906874418258667,0.00522299949079752,0.012683874927461147,0.00425654835999012,u_before,25,5,2,74,2,2,,terminal,0,"{""state_dist"": 30.34628677368164, ""success"": true}",0.0747661000000015,2,s0_history_mpc2,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m2_g74_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",OFFICIAL_ADAJEPA,0.018112551420927048,0.005239030811935663,0.012873521074652672,0.01809167116880417,0.005239030811935663,0.012852640822529793,0.004255832638591528,u_after,25,5,2,74,2,2,,terminal,0,"{""state_dist"": 30.339658737182617, ""success"": true}",0.1043106999999992,2,s0_history_mpc2,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m2_g74_after_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",OFFICIAL_ADAJEPA,0.017892131581902504,0.005187801085412502,0.012704330496490002,0.01787167601287365,0.005187801085412502,0.012683874927461147,0.00425036670640111,u_before,25,5,2,99,2,2,,terminal,0,"{""state_dist"": 30.084932327270508, ""success"": true}",0.07444389999999856,2,s0_history_mpc2,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m2_g99_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1""]",OFFICIAL_ADAJEPA,0.01789213716983795,0.00518780667334795,0.012704330496490002,0.017871681600809097,0.00518780667334795,0.012683874927461147,0.004250364378094673,u_after,25,5,2,99,2,2,,terminal,0,"{""state_dist"": 30.08495330810547, ""success"": true}",0.11354629999999943,2,s0_history_mpc2,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m2_g99_after_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",OFFICIAL_ADAJEPA,0.029913725331425667,0.018501270562410355,0.011412454769015312,0.029934953898191452,0.018501270562410355,0.011433683335781097,0.022249262779951096,u_before,25,5,3,0,3,3,,terminal,0,"{""state_dist"": 75.28034973144531, ""success"": true}",0.09304769999999962,3,s0_history_mpc3,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m3_g0_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",OFFICIAL_ADAJEPA,0.07468733191490173,0.03458128497004509,0.04010605067014694,0.0746992975473404,0.03458128497004509,0.0401180125772953,0.03010205551981926,u_after,25,5,3,0,3,3,,terminal,0,"{""state_dist"": 74.1623764038086, ""success"": false}",0.11871870000000229,3,s0_history_mpc3,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m3_g0_after_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",OFFICIAL_ADAJEPA,0.018834589049220085,0.005675080232322216,0.013159508816897869,0.018843716010451317,0.005675080232322216,0.0131686357781291,0.005366583354771137,u_before,25,5,3,24,3,3,,terminal,0,"{""state_dist"": 28.05575942993164, ""success"": false}",0.08331300000000041,3,s0_history_mpc3,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m3_g24_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",OFFICIAL_ADAJEPA,0.022121865302324295,0.006717767100781202,0.015404097735881805,0.022128192707896233,0.006717767100781202,0.015410426072776318,0.00482103880494833,u_after,25,5,3,24,3,3,,terminal,0,"{""state_dist"": 30.385658264160156, ""success"": false}",0.12102339999999856,3,s0_history_mpc3,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m3_g24_after_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",OFFICIAL_ADAJEPA,0.02355339378118515,0.006906487978994846,0.01664690673351288,0.023554161190986633,0.006906487978994846,0.01664767414331436,0.004739317111670971,u_before,25,5,3,49,3,3,,terminal,0,"{""state_dist"": 28.897397994995117, ""success"": false}",0.08446869999999507,3,s0_history_mpc3,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m3_g49_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",OFFICIAL_ADAJEPA,0.0233368631452322,0.0066899568773806095,0.01664690673351288,0.023337630555033684,0.0066899568773806095,0.01664767414331436,0.0047051310539245605,u_after,25,5,3,49,3,3,,terminal,0,"{""state_dist"": 28.522602081298828, ""success"": false}",0.1040473999999989,3,s0_history_mpc3,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m3_g49_after_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",OFFICIAL_ADAJEPA,0.021539341658353806,0.007072994019836187,0.014466348104178905,0.02154381200671196,0.007072994019836187,0.014470817521214485,0.004642512183636427,u_before,25,5,3,74,3,3,,terminal,0,"{""state_dist"": 30.07730484008789, ""success"": false}",0.08357279999999889,3,s0_history_mpc3,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m3_g74_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",OFFICIAL_ADAJEPA,0.021530181169509888,0.0070638335309922695,0.014466348104178905,0.021534651517868042,0.0070638335309922695,0.014470817521214485,0.004641591105610132,u_after,25,5,3,74,3,3,,terminal,0,"{""state_dist"": 30.06337547302246, ""success"": false}",0.1173777000000058,3,s0_history_mpc3,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m3_g74_after_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",OFFICIAL_ADAJEPA,0.02142287977039814,0.006956531200557947,0.014466348104178905,0.021427348256111145,0.006956531200557947,0.014470817521214485,0.00463412469252944,u_before,25,5,3,99,3,3,,terminal,0,"{""state_dist"": 29.82866668701172, ""success"": false}",0.0792648999999983,3,s0_history_mpc3,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m3_g99_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2""]",OFFICIAL_ADAJEPA,0.021422889083623886,0.006956540979444981,0.014466348104178905,0.02142735943198204,0.006956540979444981,0.014470817521214485,0.004634122364223003,u_after,25,5,3,99,3,3,,terminal,0,"{""state_dist"": 29.828659057617188, ""success"": false}",0.11198679999999683,3,s0_history_mpc3,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m3_g99_after_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3""]",OFFICIAL_ADAJEPA,0.03708457946777344,0.021654436364769936,0.015430143103003502,0.037095807492733,0.021654436364769936,0.015441372990608215,0.01885148510336876,u_before,25,5,4,0,4,4,,terminal,0,"{""state_dist"": 76.41217041015625, ""success"": false}",0.09175870000000685,4,s0_history_mpc4,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m4_g0_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3""]",OFFICIAL_ADAJEPA,0.08405780047178268,0.03794705867767334,0.046110741794109344,0.08411464095115662,0.03794705867767334,0.04616757854819298,0.035308126360177994,u_after,25,5,4,0,4,4,,terminal,0,"{""state_dist"": 76.08989715576172, ""success"": false}",0.1294181000000023,4,s0_history_mpc4,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m4_g0_after_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3""]",OFFICIAL_ADAJEPA,0.020929206162691116,0.006647695787250996,0.01428151037544012,0.020944561809301376,0.006647695787250996,0.014296865090727806,0.006876528263092041,u_before,25,5,4,24,4,4,,terminal,0,"{""state_dist"": 29.7437686920166, ""success"": false}",0.08795599999999837,4,s0_history_mpc4,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m4_g24_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3""]",OFFICIAL_ADAJEPA,0.023637866601347923,0.007471661549061537,0.0161662045866251,0.02365119382739067,0.007471661549061537,0.016179531812667847,0.006196578033268452,u_after,25,5,4,24,4,4,,terminal,0,"{""state_dist"": 31.467281341552734, ""success"": false}",0.1185102000000029,4,s0_history_mpc4,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m4_g24_after_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3""]",OFFICIAL_ADAJEPA,0.029409445822238922,0.00837854016572237,0.021030906587839127,0.029430493712425232,0.00837854016572237,0.021051954478025436,0.004614207893610001,u_before,25,5,4,49,4,4,,terminal,0,"{""state_dist"": 29.454845428466797, ""success"": false}",0.0874795000000006,4,s0_history_mpc4,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m4_g49_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3""]",OFFICIAL_ADAJEPA,0.02907811477780342,0.008458797819912434,0.020619316026568413,0.029097940772771835,0.008458797819912434,0.020639143884181976,0.0046049002557992935,u_after,25,5,4,49,4,4,,terminal,0,"{""state_dist"": 29.553668975830078, ""success"": false}",0.1163880000000006,4,s0_history_mpc4,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m4_g49_after_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3""]",OFFICIAL_ADAJEPA,0.027974825352430344,0.008426311425864697,0.019548512995243073,0.027995027601718903,0.008426311425864697,0.01956871524453163,0.004155885428190231,u_before,25,5,4,74,4,4,,terminal,0,"{""state_dist"": 30.416921615600586, ""success"": false}",0.09092069999999808,4,s0_history_mpc4,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m4_g74_before_outcome.npz
pushobj_norm_envapi_v1,"[""s0_executed_mpc0"", ""s0_executed_mpc1"", ""s0_executed_mpc2"", ""s0_executed_mpc3""]",OFFICIAL_ADAJEPA,0.02801022306084633,0.008461709134280682,0.019548512995243073,0.028030425310134888,0.008461709134280682,0.01956871524453163,0.0041501810774207115,u_after,25,5,4,74,4,4,,terminal,0,"{""state_dist"": 30.45785140991211, ""success"": false}",0.11734309999999937,4,s0_history_mpc4,pass1_valT_s0_official,0,1,T,D:\EV-TTT\adajepa_official_51d8665\artifacts\pass1\val_T_official_s0\oracle\sample_000\s0_m4_g74_after_outcome.npz
