phase,split,arm,mpc_iter,shape,n_contrasts,n_samples,aggregation_unit,mae,rmse,spearman,sign_accuracy,false_improvement_count,false_improvement_rate_all,predicted_improvement_count,false_improvement_rate_given_predicted_improvement,numerical_tie_epsilon,thresholded_sign_accuracy_all,thresholded_false_improvement_count,thresholded_false_improvement_rate_all,thresholded_predicted_improvement_count,thresholded_false_improvement_rate_given_predicted_improvement,mean_abs_delta_pred,mean_abs_delta_env_samever,max_env_worsening_under_predicted_improvement,encoder_coordinate_delta_mae
development,val_L,FROZEN,2,L,15,3,contrast (repeated within episode; not independent samples),0.016024203039705753,0.03418284809745797,0.7642857142857141,0.7333333333333333,4,0.26666666666666666,8,0.5,1e-06,0.8,2,0.13333333333333333,5,0.4,0.010097500650833051,0.014025435286263625,0.00566667877137661,0.0
development,val_L,FROZEN,3,L,15,3,contrast (repeated within episode; not independent samples),0.021797258453443647,0.04873159974450792,0.21071428571428572,0.4,5,0.3333333333333333,8,0.625,1e-06,0.4666666666666667,5,0.3333333333333333,6,0.8333333333333334,0.005079143354669214,0.026626757221917312,0.00548857357352972,0.0
development,val_L,FROZEN,4,L,15,3,contrast (repeated within episode; not independent samples),0.0079890596990784,0.019713648599652737,0.20196612175517445,0.3333333333333333,8,0.5333333333333333,10,0.8,1e-06,0.4666666666666667,6,0.4,7,0.8571428571428571,0.0035104102765520415,0.011250908859074116,0.004692437592893839,0.0
development,val_L,FROZEN,5,L,15,3,contrast (repeated within episode; not independent samples),0.0008667347021400929,0.0021049893396138967,0.24642857142857136,0.4666666666666667,6,0.4,11,0.5454545454545454,1e-06,0.6666666666666666,2,0.13333333333333333,5,0.4,0.0005185864012067517,0.0010045873389268915,0.0001626419834792614,0.0
development,val_L,FROZEN,6,L,5,1,contrast (repeated within episode; not independent samples),0.00013121392112225294,0.00022988968673728528,0.09999999999999999,0.4,1,0.2,2,0.5,1e-06,0.6,0,0.0,0,,0.0007283200277015567,0.000788899790495634,2.3283064365386963e-09,0.0
development,val_L,FROZEN,7,L,5,1,contrast (repeated within episode; not independent samples),0.00019960540812462567,0.0002816943132083786,0.39999999999999997,0.6,1,0.2,3,0.3333333333333333,1e-06,0.4,0,0.0,0,,0.0007203792920336127,0.0007654324639588594,3.259629011154175e-09,0.0
development,val_L,FROZEN,8,L,5,1,contrast (repeated within episode; not independent samples),0.00017185788601636887,0.0002445672261387293,0.3,0.6,1,0.2,3,0.3333333333333333,1e-06,0.6,0,0.0,1,0.0,0.0007252149283885956,0.0007357168011367321,3.725290298461914e-09,0.0
development,val_L,FROZEN,9,L,5,1,contrast (repeated within episode; not independent samples),6.799190305173397e-05,0.0001059775145591855,0.09999999999999999,0.2,2,0.4,2,1.0,1e-06,0.4,1,0.2,1,1.0,0.0006070825271308422,0.0006659890059381723,2.321787178516388e-05,0.0
development,val_L,FROZEN,10,L,5,1,contrast (repeated within episode; not independent samples),0.00026625054888427255,0.000383900227150533,0.09999999999999999,0.2,2,0.4,2,1.0,1e-06,0.6,0,0.0,0,,0.0007933542132377624,0.0007209576200693846,5.918554961681366e-07,0.0
development,val_L,FROZEN,11,L,5,1,contrast (repeated within episode; not independent samples),0.00010203695856034756,0.00012686225151280951,0.7,0.6,2,0.4,4,0.5,1e-06,0.6,1,0.2,2,0.5,0.0005713732447475195,0.0006708212662488222,0.00015051336959004402,0.0
development,val_L,FROZEN,12,L,5,1,contrast (repeated within episode; not independent samples),0.00025545272510498764,0.00036934379673844107,0.09999999999999999,0.4,1,0.2,2,0.5,1e-06,0.4,0,0.0,0,,0.0007245704298838973,0.0008006380405277014,1.862645149230957e-09,0.0
development,val_L,FROZEN,13,L,5,1,contrast (repeated within episode; not independent samples),0.0001310361083596945,0.0002045958479326273,0.09999999999999999,0.4,2,0.4,3,0.6666666666666666,1e-06,0.4,1,0.2,1,1.0,0.0006883306894451379,0.0007677042856812477,0.00015593180432915688,0.0
development,val_L,FROZEN,14,L,5,1,contrast (repeated within episode; not independent samples),8.50271200761199e-05,0.00015338483267592423,0.3,0.4,2,0.4,3,0.6666666666666666,1e-06,0.6,0,0.0,1,0.0,0.0005994098959490657,0.0006800397764891386,2.1097250282764435e-05,0.0
development,val_L,FROZEN,15,L,5,1,contrast (repeated within episode; not independent samples),0.0002382790669798851,0.0003264092845547996,0.0,0.2,2,0.4,2,1.0,1e-06,0.4,0,0.0,0,,0.0007214185316115618,0.0007892474066466093,2.1908432245254517e-05,0.0
development,val_L,FROZEN,16,L,5,1,contrast (repeated within episode; not independent samples),0.0001625899225473404,0.00021446063928666929,0.09999999999999999,0.4,2,0.4,3,0.6666666666666666,1e-06,0.4,1,0.2,1,1.0,0.0006024986971169711,0.0007577283307909965,0.0002272985875606537,0.0
